RQ,电机后轴温度,电机前轴温度,电机绕组温度,电流,电压,瞬时流量,闸阀开度,真空度
2017-03-02 21:17:00,44.851281486666664,46.07692337,53.153846740000006,113.20891573333331,9.803240776333334,380.88349406666663,83.24652863,-0.8680572510000001
2017-03-02 21:18:00,45.13333384333333,46.333334603333334,53.74358876666667,113.28125256666665,9.803240458333333,384.3557027333333,83.24652863,-0.8680572510000001
2017-03-02 21:19:00,45.44102351,46.641024273333336,54.30769221,112.2540512,9.814814567666668,379.7743022,83.24652863,-0.8680572510000001
2017-03-02 21:20:00,45.79999924,47.0,54.74358876666667,112.44212850000001,9.826388676999999,380.2083333333333,83.24652863,-0.8680572510000001
2017-03-02 21:21:00,46.13333384333333,47.333334603333334,55.30769347999999,112.99189756666665,9.844907760666667,380.78703816666666,83.24652863,-0.8680572510000001
2017-03-02 21:22:00,46.36410141333334,47.56410217333333,55.74358876666667,113.06423443333331,9.837963104,378.71334840000003,83.24652863,-0.8680572510000001
2017-03-02 21:23:00,46.74871699333334,47.948717753333334,56.333334603333334,113.35358936666667,9.847222328333332,385.6577860666667,83.24652863,-0.8680572510000001
2017-03-02 21:24:00,47.082051596666666,48.28205235666667,56.76922989,113.38252516666665,9.849536895666667,381.65509033333336,83.24652863,-0.8680572510000001
2017-03-02 21:25:00,47.28717931333333,48.48718007333334,57.23077011,113.36805473333334,9.847222328333332,383.82523599999996,83.24652863,-0.8680572510000001
2017-03-02 21:26:00,47.56922913,48.76922989,57.589743296666676,112.16724646666667,9.893518765666666,386.2364909,83.24652863,-0.8680572510000001
2017-03-02 21:27:00,47.851281486666664,49.051282246666666,58.10256449333334,112.41319526666666,9.884259542,384.83796183333334,83.23688253,-0.8680572510000001
2017-03-02 21:28:00,48.03076934999999,49.23077011,58.487178803333336,112.05150603333334,9.875,380.93172200000004,83.24652863,32.754628499333336
2017-03-02 21:29:00,48.31923008,49.51923084250001,58.9423074725,112.69531247500001,9.82986116425,380.063659675,83.23205948,24.34895706175
2017-03-02 21:30:00,48.59487025333333,49.794871013333335,59.358975726666664,113.02083586666664,9.819444338333334,380.97993976666663,83.24652863,-0.8680572510000001
2017-03-02 21:31:00,48.74871699333334,49.948717753333334,59.74358876666667,112.77488456666667,9.824074109333333,383.3429870333334,83.24652863,-0.8680572510000001
2017-03-02 21:32:00,49.069231035,50.269231794999996,60.2115392675,113.04253385000001,9.8593752385,383.1018448,83.24652863,-0.868057251
2017-03-02 21:33:00,49.36410013666667,50.564100903333326,60.641024273333336,112.81829073333334,9.856481870333333,382.90894573333327,83.23688253,-0.8680572510000001
2017-03-02 21:34:00,49.59487025333333,50.794871013333335,60.97435887666666,112.44212853333333,9.881944656333333,381.4621887,83.24652863,-0.8680572510000001
2017-03-02 21:35:00,49.74871699333334,50.948717753333334,61.35897445666666,112.39872743333332,9.877314885666665,383.15008543333335,83.24652863,-0.8680572510000001
2017-03-02 21:36:00,50.03076934999999,51.23077011,61.71794764333333,112.2685191,9.902778307666667,384.78973390000004,83.23688253,-0.8680572510000001
2017-03-02 21:37:00,50.210257213333335,51.41025797333333,62.051282246666666,111.8634262,9.865740776333332,382.4749247,83.24652863,-0.8680572510000001
2017-03-02 21:38:00,50.44102351,51.641024273333336,62.410256703333324,111.66087853333335,9.884259224,383.24654133333337,83.23688253,-0.8680572510000001
2017-03-02 21:39:00,50.6653833425,51.8653841025,62.807691575,111.35706076666666,9.886574427333334,378.4239909,83.24652863,-0.8680572510000001
2017-03-02 21:40:00,50.87692261,52.07692337,63.153846740000006,111.47280376666664,9.854166667000001,380.97994996666665,83.23688253,-0.8680572510000001
2017-03-02 21:41:00,51.0884618775,52.288462637500004,63.44230747249999,111.85980795,9.868055582,382.19762422499997,83.23205948,-0.868057251
2017-03-02 21:42:00,51.33845901,52.53845978,63.84615326,112.28298570000001,9.840277672000001,377.67649845,83.23205948,-0.868057251
2017-03-02 21:43:00,51.51794688333333,52.71794764333333,64.1538442,112.03703816666666,9.865741094,379.38850909999996,83.23688253,-0.8680572510000001
2017-03-02 21:44:00,51.77435811666667,52.948717753333334,64.43589782666668,111.7332179,9.868055661666666,383.82523599999996,83.23688253,-0.8680572510000001
2017-03-02 21:45:00,51.95384598,53.153846740000006,64.82692337,111.80555727499998,9.8802084925,382.34230042499996,83.24652863,-0.868057251
2017-03-02 21:46:00,52.18461609,53.38461685000001,65.12820434666666,111.993632,9.868055661333333,382.5231425,83.23688253,-0.8680572510000001
2017-03-02 21:47:00,52.364101409999996,53.56410217333333,65.43589782666668,112.05150606666666,9.858796437666667,384.78973390000004,83.24652863,32.754628499333336
2017-03-02 21:48:00,52.56922913,53.76922989,65.71795145333333,112.00810243333335,9.851851781,385.12730919999996,83.23688253,-0.8680572510000001
2017-03-02 21:49:00,52.77435811666667,53.97435887666666,66.0,111.5740738,9.881944338666665,383.24653116666667,83.22723642999999,-0.8680572510000001
2017-03-02 21:50:00,52.97948710333333,54.17948786333333,66.23076884,111.70428213333334,9.886574427333334,384.30748496666666,83.23688253,-0.8680572510000001
2017-03-02 21:51:00,53.22307682,54.4230775825,66.55769157499999,112.66276167499998,9.8593752385,382.34230042499996,83.239294055,-0.868057251
2017-03-02 21:52:00,53.38974126333333,54.58974202666667,66.89743804666666,112.5144679,9.844907442666667,383.3429769,83.24652863,-0.8680572510000001
2017-03-02 21:53:00,53.543588006666674,54.74358876666667,67.1538442,112.81828816666666,9.930555661333335,385.2720031666666,83.24652863,32.754628499333336
2017-03-02 21:54:00,53.697434746666666,54.89743550666666,67.43589782666668,112.47106676666665,9.932870547333332,379.2920633666667,83.24652863,-0.8680572510000001
2017-03-02 21:55:00,53.876922609999994,55.07692337,67.65384674,111.76215744999999,9.9479165075,375.21702575,83.23205948,-0.868057251
2017-03-02 21:56:00,54.03076934999999,55.23077011,67.89743804666666,112.47106173333334,9.939814885666665,378.37576293333336,83.23688253,-0.8680572510000001
2017-03-02 21:57:00,54.2038469325,55.40384769250001,68.11538315,113.020832075,9.90972209,378.47222137500006,83.239294055,-0.868057251
2017-03-02 21:58:00,54.299999235,55.5,68.30769348,112.47829820000001,9.9201393125,381.87210085000004,83.24652863,-0.868057251
2017-03-02 21:59:00,54.49230576,55.692306519999995,68.53846232,111.47280123333336,9.918981552,378.8580423666667,83.23688253,-0.8680572510000001
2017-03-02 22:00:00,54.684614185,55.884614945,68.788461685,111.5668411,9.935763836,378.29137422499997,83.23205948,-0.868057251
2017-03-02 22:01:00,54.838460925,56.038461685,69.03845978,111.80555729999999,9.96875,377.53182979999997,83.23205948,-0.868057251
2017-03-02 22:02:00,54.973076822500005,56.17307758250001,69.34615326,112.16363145,9.951388995,383.15008543333335,83.24652863,-0.8680572510000001
2017-03-02 22:03:00,55.158974966666676,56.358975726666664,69.53846232,111.84895576666663,9.94791650775,376.446762075,83.239294055,24.34895706175
2017-03-02 22:04:00,55.312819160000004,56.51281992666666,69.82051340666666,111.06770325000001,9.9756941795,379.1232605,83.23205948,-0.868057251
2017-03-02 22:05:00,55.44102351,56.641024273333336,70.0,110.83984564999999,9.972222091,377.82118985000005,83.23205948,-0.868057251
2017-03-02 22:06:00,55.543588006666674,56.74358876666667,70.20512898666668,110.82175953333332,9.953703562000001,377.5559488666666,83.24652863,-0.8680572510000001
2017-03-02 22:07:00,55.671793623333336,56.87179438333334,70.46153767999999,110.92303466666668,9.956018766,377.45950315000005,83.23205948,-0.868057251
2017-03-02 22:08:00,55.799999240000005,57.0,70.69231033,110.95919795,9.951388836,378.5686645666667,83.23688253,-0.8680572510000001
2017-03-02 22:09:00,55.97948710333333,57.17948786333333,70.87179819333333,111.18345133333334,9.923611322666666,381.365743,83.22723643,32.754628499333336
2017-03-02 22:10:00,56.0884618775,57.288462637500004,71.11538315,110.47092057500001,9.9722220895,377.6403351,83.21759033,24.34895706175
2017-03-02 22:11:00,56.23589833666667,57.435899096666674,71.33333333333333,110.38772840000001,9.981481235666665,379.8707580333333,83.23688253,-0.8680572510000001
2017-03-02 22:12:00,56.415382386666664,57.61538314999999,71.58974202666667,110.60474396666667,9.995370230333334,376.92902626666665,83.24652863,-0.8680572510000001
2017-03-02 22:13:00,56.54358800666666,57.74358876666667,71.82051340666666,110.19965366666666,9.979166666666666,372.8781026,83.23688253,-0.8680572510000001
2017-03-02 22:14:00,56.6461525,57.846153259999994,71.97436014666667,110.22858936666667,9.981481553333333,376.6396484333333,83.23688253,-0.8680572510000001
2017-03-02 22:15:00,56.77435811666667,57.97435887666666,72.20512644666667,110.34432729999999,9.974536895666667,375.19290163333335,83.23688253,-0.8680572510000001
2017-03-02 22:16:00,56.87692261,58.07692337,72.33333333333333,110.06944276666667,9.997685116,375.57870479999997,83.22723897666667,-0.8680572510000001
2017-03-02 22:17:00,57.00512822666667,58.205128986666665,72.48718007333333,110.82175953333335,9.942129770666666,376.63965863333334,83.22723642999999,-0.8680572510000001
2017-03-02 22:18:00,57.15897496666667,58.358975726666664,72.71794891333333,110.74942269999998,9.995370230333334,377.79706826666666,83.23688253,-0.8680572510000001
2017-03-02 22:19:00,57.2423086175,58.44230937750001,72.846155165,111.06770897499999,9.96354150775,376.8084488,83.24652863,-0.868057251
2017-03-02 22:20:00,57.33845901,58.53845978,73.07691956,110.52517320000001,10.02083302,376.88079834999996,83.24652863,-0.868057251
2017-03-02 22:21:00,57.396151544999995,58.61538315,73.211538315,110.69878580000001,9.979166748,379.304107675,83.24652863,-0.868057251
2017-03-02 22:22:00,57.56922913,58.76922989,73.35897318666666,110.67708586666667,9.983796438666667,377.9899800333333,83.23688253,-0.8680572510000001
2017-03-02 22:23:00,57.697434746666666,58.89743550666666,73.56410217333332,110.76389059999998,9.972222010333333,376.5431925666667,83.22723643,-0.8680572510000001
2017-03-02 22:24:00,57.77435811666667,58.97435887666666,73.66666666666667,111.1979192,9.995370229666667,377.1219177,83.23688253,-0.8680572510000001
2017-03-02 22:25:00,57.93461513749999,59.134615897500005,73.903844835,111.03515814999999,10.000000002,374.49363707500004,83.24652863,-0.868057251
2017-03-02 22:26:00,58.03076935,59.23077011,74.07692337,110.59027864999999,9.996527673500001,373.84260559999996,83.24652863,-0.868057251
